Дата         | Страна               | Добыча (1000 бар)
12.11.2020   | Gabon                | 242.3
12.11.2020   | IR Iran              | 2128.9
12.11.2020   | Iraq                 | 4056.1
12.11.2020   | Kuwait               | 2422.3
12.11.2020   | Libya                | 448.5
12.11.2020   | Nigeria              | 1456.2
12.11.2020   | United Arab Emirates | 2812.0
12.11.2020   | Venezuela            | 625.2
12.11.2021   | Algeria              | 920.6
12.11.2021   | Angola               | 1131.8
12.11.2021   | Congo                | 180.5
12.11.2021   | Equatorial Guinea    | 155.3
12.11.2021   | Gabon                | 158.9
12.11.2021   | IR Iran              | 2413.0
12.11.2021   | Iraq                 | 3994.3
12.11.2021   | Kuwait               | 2428.1
12.11.2021   | Libya                | 1259.4
12.11.2021   | Nigeria              | 1293.1
12.11.2021   | United Arab Emirates | 2695.7
12.11.2021   | Venezuela            | 735.7
12.12.2006   | Algeria              | 1339.9
12.12.2006   | Angola               | 1323.7
12.12.2006   | Congo                | 299.0
12.12.2006   | Equatorial Guinea    | 234.1
12.12.2006   | Gabon                | 310.2
12.12.2006   | IR Iran              | 4060.5
12.12.2006   | Iraq                 | 2029.8
12.12.2006   | Kuwait               | 2697.8
12.12.2006   | Libya                | 1679.4
12.12.2006   | Nigeria              | 2222.1
12.12.2006   | United Arab Emirates | 2518.7
12.12.2006   | Venezuela            | 3069.5
12.12.2007   | Algeria              | 1356.0
12.12.2007   | Angola               | 1709.3
12.12.2007   | Congo                | 191.3
12.12.2007   | Equatorial Guinea    | 327.9
12.12.2007   | Gabon                | 201.1
12.12.2007   | IR Iran              | 4085.8
12.12.2007   | Iraq                 | 2037.1
12.12.2007   | Kuwait               | 2541.1
12.12.2007   | Libya                | 1697.4
12.12.2007   | Nigeria              | 2051.1
12.12.2007   | United Arab Emirates | 2566.8
12.12.2007   | Venezuela            | 3032.3
12.12.2008   | Algeria              | 1324.5
12.12.2008   | Angola               | 1882.9
12.12.2008   | Congo                | 303.9
12.12.2008   | Equatorial Guinea    | 308.7
12.12.2008   | Gabon                | 215.2
12.12.2008   | IR Iran              | 4140.7
12.12.2008   | Iraq                 | 2294.3
12.12.2008   | Kuwait               | 2737.5
12.12.2008   | Libya                | 1728.8
12.12.2008   | Nigeria              | 2027.6
12.12.2008   | United Arab Emirates | 2567.5
12.12.2008   | Venezuela            | 3043.8
12.12.2011   | Algeria              | 1097.9
12.12.2011   | Angola               | 1663.3
12.12.2011   | Congo                | 325.0
12.12.2011   | Equatorial Guinea    | 158.3
12.12.2011   | Gabon                | 217.8
12.12.2011   | IR Iran              | 3589.5
12.12.2011   | Iraq                 | 2598.1
12.12.2011   | Kuwait               | 2740.1
12.12.2011   | Libya                | 516.5
12.12.2011   | Nigeria              | 1981.7
12.12.2011   | United Arab Emirates | 2598.8
12.12.2011   | Venezuela            | 2801.5
12.12.2012   | Algeria              | 1159.5
12.12.2012   | Angola               | 1721.4
12.12.2012   | Congo                | 306.8
12.12.2012   | Equatorial Guinea    | 177.4
12.12.2012   | Gabon                | 253.9
12.12.2012   | IR Iran              | 3767.9
12.12.2012   | Iraq                 | 2926.5
12.12.2012   | Kuwait               | 2979.0
12.12.2012   | Libya                | 1427.2
12.12.2012   | Nigeria              | 1884.9
12.12.2012   | United Arab Emirates | 2608.1
12.12.2012   | Venezuela            | 2841.1
12.12.2013   | Algeria              | 1166.5
12.12.2013   | Angola               | 1775.2
12.12.2013   | Congo                | 261.5
12.12.2013   | Equatorial Guinea    | 226.9
12.12.2013   | Gabon                | 171.6
12.12.2013   | IR Iran              | 3704.6
12.12.2013   | Iraq                 | 3004.2
12.12.2013   | Kuwait               | 2925.9
12.12.2013   | Libya                | 971.5
12.12.2013   | Nigeria              | 1769.5
12.12.2013   | United Arab Emirates | 2752.6
12.12.2013   | Venezuela            | 2815.3
12.12.2014   | Algeria              | 1196.4
12.12.2014   | Angola               | 1693.2
12.12.2014   | Congo                | 222.1
12.12.2014   | Equatorial Guinea    | 195.7
12.12.2014   | Gabon                | 257.3
12.12.2014   | IR Iran              | 3094.2
12.12.2014   | Iraq                 | 3183.8
12.12.2014   | Kuwait               | 2867.0
12.12.2014   | Libya                | 511.9
12.12.2014   | Nigeria              | 1767.9
12.12.2014   | United Arab Emirates | 2856.7
12.12.2014   | Venezuela            | 2735.8
12.12.2016   | Algeria              | 1189.5
12.12.2016   | Angola               | 1657.8
12.12.2016   | Congo                | 301.8
12.12.2016   | Equatorial Guinea    | 239.0
12.12.2016   | Gabon                | 299.1
12.12.2016   | IR Iran              | 3571.1
12.12.2016   | Iraq                 | 4717.8
12.12.2016   | Kuwait               | 2930.4
12.12.2016   | Libya                | 329.0
12.12.2016   | Nigeria              | 1388.1
12.12.2016   | United Arab Emirates | 3035.0
12.12.2016   | Venezuela            | 2373.4
12.12.2017   | Algeria              | 1066.5
12.12.2017   | Angola               | 1661.9
12.12.2017   | Congo                | 287.9
12.12.2017   | Equatorial Guinea    | 74.9
12.12.2017   | Gabon                | 165.5
12.12.2017   | IR Iran              | 3950.4
12.12.2017   | Iraq                 | 4497.2
12.12.2017   | Kuwait               | 2709.3
12.12.2017   | Libya                | 802.4
12.12.2017   | Nigeria              | 1504.6
12.12.2017   | United Arab Emirates | 2960.4
12.12.2017   | Venezuela            | 1978.1
12.12.2018   | Algeria              | 1038.9
12.12.2018   | Angola               | 1472.2
12.12.2018   | Congo                | 356.8
12.12.2018   | Equatorial Guinea    | 118.1
12.12.2018   | Gabon                | 155.0
12.12.2018   | IR Iran              | 3569.2
12.12.2018   | Iraq                 | 4374.6
12.12.2018   | Kuwait               | 2657.0
12.12.2018   | Libya                | 925.3
12.12.2018   | Nigeria              | 1562.2
12.12.2018   | United Arab Emirates | 3029.6
12.12.2018   | Venezuela            | 1501.6
12.12.2019   | Algeria              | 994.6
12.12.2019   | Angola               | 1211.0
12.12.2019   | Congo                | 334.8
12.12.2019   | Equatorial Guinea    | 101.4
12.12.2019   | Gabon                | 215.4
12.12.2019   | IR Iran              | 2402.2
12.12.2019   | Iraq                 | 4592.3
12.12.2019   | Kuwait               | 2727.3
12.12.2019   | Libya                | 1083.7
12.12.2019   | Nigeria              | 1684.2
12.12.2019   | United Arab Emirates | 3109.2
12.12.2019   | Venezuela            | 1081.0
12.12.2022   | Algeria              | 1101.9
12.12.2022   | Angola               | 1148.1
12.12.2022   | Congo                | 292.1
12.12.2022   | Equatorial Guinea    | -31.5
12.12.2022   | Gabon                | 258.0
12.12.2022   | IR Iran              | 2555.2
12.12.2022   | Iraq                 | 4443.3
12.12.2022   | Kuwait               | 2615.7
12.12.2022   | Libya                | 1017.5
12.12.2022   | Nigeria              | 1155.2
12.12.2022   | United Arab Emirates | 3134.5
12.12.2022   | Venezuela            | 645.8
13.01.2006   | Algeria              | 1367.0
13.01.2006   | Angola               | 1397.3
13.01.2006   | Congo                | 187.0
13.01.2006   | Equatorial Guinea    | 309.0
13.01.2006   | Gabon                | 250.4
13.01.2006   | IR Iran              | 3996.9
13.01.2006   | Iraq                 | 1954.7
13.01.2006   | Kuwait               | 2627.4
13.01.2006   | Libya                | 1775.1
13.01.2006   | Nigeria              | 2230.0
13.01.2006   | United Arab Emirates | 2600.4
13.01.2006   | Venezuela            | 3036.5
13.01.2009   | Algeria              | 1240.8
13.01.2009   | Angola               | 1763.4
13.01.2009   | Congo                | 251.9
13.01.2009   | Equatorial Guinea    | 274.2
13.01.2009   | Gabon                | 208.4
13.01.2009   | IR Iran              | 3618.0
13.01.2009   | Iraq                 | 2337.4
13.01.2009   | Kuwait               | 2179.5
13.01.2009   | Libya                | 1518.7
13.01.2009   | Nigeria              | 1812.5
13.01.2009   | United Arab Emirates | 2301.6
13.01.2009   | Venezuela            | 2816.3
13.01.2010   | Algeria              | 1166.5
13.01.2010   | Angola               | 1843.4
13.01.2010   | Congo                | 310.8
13.01.2010   | Equatorial Guinea    | 165.9
13.01.2010   | Gabon                | 331.6
13.01.2010   | IR Iran              | 3588.2
13.01.2010   | Iraq                 | 2432.0
13.01.2010   | Kuwait               | 2288.1
13.01.2010   | Libya                | 1566.9
13.01.2010   | Nigeria              | 2121.2
13.01.2010   | United Arab Emirates | 2303.1
13.01.2010   | Venezuela            | 2826.8
13.01.2011   | Algeria              | 1173.8
13.01.2011   | Angola               | 1625.6
13.01.2011   | Congo                | 266.1
13.01.2011   | Equatorial Guinea    | 259.7
13.01.2011   | Gabon                | 235.9
13.01.2011   | IR Iran              | 3631.8
13.01.2011   | Iraq                 | 2647.4
13.01.2011   | Kuwait               | 2612.6
13.01.2011   | Libya                | 445.3
13.01.2011   | Nigeria              | 1956.7
13.01.2011   | United Arab Emirates | 2538.8
13.01.2011   | Venezuela            | 2899.8
13.01.2012   | Algeria              | 1212.5
13.01.2012   | Angola               | 1819.8
13.01.2012   | Congo                | 165.2
13.01.2012   | Equatorial Guinea    | 205.8
13.01.2012   | Gabon                | 199.8
13.01.2012   | IR Iran              | 3749.5
13.01.2012   | Iraq                 | 2964.0
13.01.2012   | Kuwait               | 2915.9
13.01.2012   | Libya                | 1432.3
13.01.2012   | Nigeria              | 1930.8
13.01.2012   | United Arab Emirates | 2619.4
13.01.2012   | Venezuela            | 2844.1
13.01.2014   | Algeria              | 1220.2
13.01.2014   | Angola               | 1620.0
13.01.2014   | Congo                | 231.4
13.01.2014   | Equatorial Guinea    | 251.0
13.01.2014   | Gabon                | 263.1
13.01.2014   | IR Iran              | 3075.2
13.01.2014   | Iraq                 | 3081.9
13.01.2014   | Kuwait               | 2832.7
13.01.2014   | Libya                | 509.8
13.01.2014   | Nigeria              | 1882.0
13.01.2014   | United Arab Emirates | 2805.0
13.01.2014   | Venezuela            | 2707.2
13.01.2015   | Algeria              | 1161.3
13.01.2015   | Angola               | 1726.9
13.01.2015   | Congo                | 151.2
13.01.2015   | Equatorial Guinea    | 234.3
13.01.2015   | Gabon                | 187.5
13.01.2015   | IR Iran              | 3195.5
13.01.2015   | Iraq                 | 3430.7
13.01.2015   | Kuwait               | 2799.3
13.01.2015   | Libya                | 445.2
13.01.2015   | Nigeria              | 1808.3
13.01.2015   | United Arab Emirates | 2973.9
13.01.2015   | Venezuela            | 2638.0
13.01.2016   | Algeria              | 1142.5
13.01.2016   | Angola               | 1750.2
13.01.2016   | Congo                | 193.4
13.01.2016   | Equatorial Guinea    | 174.3
13.01.2016   | Gabon                | 192.8
13.01.2016   | IR Iran              | 3625.2
13.01.2016   | Iraq                 | 4634.0
13.01.2016   | Kuwait               | 2951.9
13.01.2016   | Libya                | 368.0
13.01.2016   | Nigeria              | 1498.1
13.01.2016   | United Arab Emirates | 3074.7
13.01.2016   | Venezuela            | 2162.9
13.01.2017   | Algeria              | 1071.0
13.01.2017   | Angola               | 1663.2
13.01.2017   | Congo                | 238.7
13.01.2017   | Equatorial Guinea    | 112.7
13.01.2017   | Gabon                | 202.9
13.01.2017   | IR Iran              | 3803.4
13.01.2017   | Iraq                 | 4492.3
13.01.2017   | Kuwait               | 2735.3
13.01.2017   | Libya                | 782.6
13.01.2017   | Nigeria              | 1575.7
13.01.2017   | United Arab Emirates | 2979.7
13.01.2017   | Venezuela            | 2090.0
13.01.2020   | Algeria              | 815.6
13.01.2020   | Angola               | 1300.4
13.01.2020   | Congo                | 355.3
13.01.2020   | Equatorial Guinea    | 192.6
13.01.2020   | Gabon                | 149.9
13.01.2020   | IR Iran              | 1936.7
13.01.2020   | Iraq                 | 4020.3
13.01.2020   | Kuwait               | 2396.3
13.01.2020   | Libya                | 375.1
13.01.2020   | Nigeria              | 1469.6
13.01.2020   | United Arab Emirates | 2785.2
13.01.2020   | Venezuela            | 579.6
13.01.2021   | Algeria              | 958.4
13.01.2021   | Angola               | 1098.3
13.01.2021   | Congo                | 313.8
13.01.2021   | Equatorial Guinea    | 63.0
13.01.2021   | Gabon                | 169.9
13.01.2021   | IR Iran              | 2374.5
13.01.2021   | Iraq                 | 4001.9
13.01.2021   | Kuwait               | 2248.0
13.01.2021   | Libya                | 1215.8
13.01.2021   | Nigeria              | 1302.6
13.01.2021   | United Arab Emirates | 2767.9
13.01.2021   | Venezuela            | 630.8
13.01.2022   | Algeria              | 1000.1
13.01.2022   | Angola               | 1173.4
13.01.2022   | Congo                | 298.7
13.01.2022   | Equatorial Guinea    | 105.7
13.01.2022   | Gabon                | 169.7
13.01.2022   | IR Iran              | 2653.2
13.01.2022   | Iraq                 | 4525.2
13.01.2022   | Kuwait               | 2673.7
13.01.2022   | Libya                | 997.0
13.01.2022   | Nigeria              | 1121.3
13.01.2022   | United Arab Emirates | 3076.7
13.01.2022   | Venezuela            | 715.8
13.02.2006   | Algeria              | 1378.7
13.02.2006   | Angola               | 1367.0
13.02.2006   | Congo                | 280.1
13.02.2006   | Equatorial Guinea    | 347.3
13.02.2006   | Gabon                | 147.0
13.02.2006   | IR Iran              | 4044.4
13.02.2006   | Iraq                 | 1893.1
13.02.2006   | Kuwait               | 2728.8
13.02.2006   | Libya                | 1845.7
13.02.2006   | Nigeria              | 2228.3
13.02.2006   | United Arab Emirates | 2587.2
13.02.2006   | Venezuela            | 3084.0
13.02.2007   | Algeria              | 1378.2
13.02.2007   | Angola               | 1694.6
13.02.2007   | Congo                | 166.3
13.02.2007   | Equatorial Guinea    | 316.6
13.02.2007   | Gabon                | 277.6
13.02.2007   | IR Iran              | 4004.7
13.02.2007   | Iraq                 | 2062.1
